train_loss,created_at
0.011942138895392418,2020-03-23 14:06:51.108810
0.0009642866207286716,2020-03-23 14:06:54.677460
0.0011653011897578835,2020-03-23 14:06:58.665658
0.00022696411178912967,2020-03-23 14:07:02.590943
0.0005823455285280943,2020-03-23 14:07:06.132322
0.00021516603010240942,2020-03-23 14:07:09.298274
0.0008856720523908734,2020-03-23 14:07:12.494967
0.0004235215310472995,2020-03-23 14:07:18.236210
0.0005980177083984017,2020-03-23 14:07:21.977801
0.0001901103969430551,2020-03-23 14:07:26.096022
0.0002916509110946208,2020-03-23 14:07:29.343470
0.0009580321493558586,2020-03-23 14:07:33.717407
0.0008082382846623659,2020-03-23 14:07:37.911504
0.00047882815124467015,2020-03-23 14:07:41.740293
0.00045109319034963846,2020-03-23 14:07:45.807692
0.0005195554113015532,2020-03-23 14:07:49.790629
0.0003542874474078417,2020-03-23 14:07:53.628022
0.00024372103507630527,2020-03-23 14:07:56.740001
0.00053880934137851,2020-03-23 14:08:00.928272
0.0013179760426282883,2020-03-23 14:08:04.469523
0.00016899468027986586,2020-03-23 14:08:08.392218
0.0007585181738249958,2020-03-23 14:08:12.787930
0.00023039426014292985,2020-03-23 14:08:16.535784
0.0011055985232815146,2020-03-23 14:08:20.793468
5.986453470541164e-05,2020-03-23 14:08:24.328837
0.0004158176598139107,2020-03-23 14:08:27.868130
0.0007505977991968393,2020-03-23 14:08:31.225434
0.00035582276177592576,2020-03-23 14:08:34.662129
0.0013402561889961362,2020-03-23 14:08:38.669142
0.0003176965401507914,2020-03-23 14:08:42.779858
0.00048286718083545566,2020-03-23 14:08:46.685706
0.001083881943486631,2020-03-23 14:08:50.696237
0.0005393617320805788,2020-03-23 14:08:54.527480
0.0003465837216936052,2020-03-23 14:08:58.237994
0.0006256831693463027,2020-03-23 14:09:01.655255
0.0006009750650264323,2020-03-23 14:09:04.812792
0.0003159765910822898,2020-03-23 14:09:08.073291
0.0008538069669157267,2020-03-23 14:09:11.614772
0.00017551648488733917,2020-03-23 14:09:15.149475
0.00030604927451349795,2020-03-23 14:09:18.457761
0.00047632030327804387,2020-03-23 14:09:21.135794
0.0009649161947891116,2020-03-23 14:09:24.674432
0.00012309191515669227,2020-03-23 14:09:28.091402
0.00036086488398723304,2020-03-23 14:09:31.160436
0.0009292659815400839,2020-03-23 14:09:34.366791
0.000734530680347234,2020-03-23 14:09:37.773292
0.0003892716486006975,2020-03-23 14:09:41.395178
0.0009282992104999721,2020-03-23 14:09:44.877142
0.0006439676508307457,2020-03-23 14:09:48.355270
0.0035694388207048178,2020-03-23 14:09:51.620238
0.0008110502385534346,2020-03-23 14:09:54.946526
0.0005066202720627189,2020-03-23 14:09:58.038727
0.0006226758705452085,2020-03-23 14:10:00.987198
0.00010615002975100651,2020-03-23 14:10:04.189614
0.0003639528003986925,2020-03-23 14:10:07.813523
0.0011294229188933969,2020-03-23 14:10:11.346375
0.0012707205023616552,2020-03-23 14:10:14.507132
0.0007474289159290493,2020-03-23 14:10:17.669524
0.000506112352013588,2020-03-23 14:10:21.254097
0.0002591867814771831,2020-03-23 14:10:24.917589
0.0003783516585826874,2020-03-23 14:10:28.208141
0.00030824137502349913,2020-03-23 14:10:31.534367
0.00019233525381423533,2020-03-23 14:10:35.205221
0.0007500836509279907,2020-03-23 14:10:38.683296
0.000612634583376348,2020-03-23 14:10:42.123118
0.0002301302010891959,2020-03-23 14:10:45.515216
0.00030128308571875095,2020-03-23 14:10:49.284173
0.00038870697608217597,2020-03-23 14:10:52.513726
0.00039767855196259916,2020-03-23 14:10:55.825874
0.0004378430894576013,2020-03-23 14:10:58.987837
0.00044407107634469867,2020-03-23 14:11:02.501964
0.00033903520670719445,2020-03-23 14:11:05.862057
0.0002352553274249658,2020-03-23 14:11:09.161354
0.000520565954502672,2020-03-23 14:11:12.183774
0.00036682983045466244,2020-03-23 14:11:15.630696
0.0012467115884646773,2020-03-23 14:11:18.839214
0.0002467782178428024,2020-03-23 14:11:22.143255
0.0003333888598717749,2020-03-23 14:11:25.593568
0.00046040277811698616,2020-03-23 14:11:28.932907
0.0009627665276639163,2020-03-23 14:11:32.209053
0.0002328456612303853,2020-03-23 14:11:35.570276
0.00024026443134061992,2020-03-23 14:11:38.918893
0.0024209218099713326,2020-03-23 14:11:42.363042
0.00016809509543236345,2020-03-23 14:11:45.735999
0.0006498417351394892,2020-03-23 14:11:49.676800
0.0010126817505806684,2020-03-23 14:11:53.555570
0.0004066181427333504,2020-03-23 14:11:57.381917
0.00023668495123274624,2020-03-23 14:12:00.877559
0.0007850138354115188,2020-03-23 14:12:04.362394
0.0005175960250198841,2020-03-23 14:12:09.688824
0.0008013391052372754,2020-03-23 14:12:13.574539
0.001995786326006055,2020-03-23 14:12:16.794823
0.0009360287222079933,2020-03-23 14:12:20.761251
0.00014921212277840823,2020-03-23 14:12:24.160210
0.0006274667684920132,2020-03-23 14:12:27.551436
0.00033733935561031103,2020-03-23 14:12:33.145952
0.00021233854931779206,2020-03-23 14:12:37.123528
0.0014403385575860739,2020-03-23 14:12:42.676287
0.0002792656305246055,2020-03-23 14:12:46.367585
0.0011900645913556218,2020-03-23 14:12:50.297378
0.0005102367722429335,2020-03-23 14:12:53.795940
